2000	8672
2005	6279
204	827
2059	6637
2062	13061
2069	2122
10098	2077
2077	13707
2077	2078
2077	2079
10098	2078
2078	13707
2078	2079
2078	3082
2079	13707
2079	3082
2105	2770
2105	8273
2108	11557
214	215
2179	7446
219	8088
219	8221
2195	5970
22	285
22	58
2204	10834
2215	2227
2255	2293
2255	2294
2259	12537
2269	3040
2292	2294
2292	2295
2294	2295
2330	2332
2330	2334
2330	2335
2332	2334
2332	2335
2334	2335
2363	5562
238	240
24	393
240	242
2440	4689
2441	2444
2441	2460
2444	2460
11680	2462
11696	2462
11914	2462
2462	9317
2469	4203
249	10303
249	9326
2493	11031
250	10751
250	4972
2501	2502
255	258
255	259
256	259
256	8773
2567	3131
258	259
259	1675
259	8773
2594	14644
2617	11933
2619	2620
2644	2645
2644	2646
2644	2647
2644	2648
2645	2646
2645	2647
2645	2648
2646	2647
2646	2648
2647	2648
265	12482
265	7736
2671	9669
268	364
2721	4311
2750	8435
2754	5899
2758	2907
277	12437
277	834
2770	8273
2787	2791
11680	2798
2798	9317
2802	2804
2820	2821
2820	5057
2837	12452
2856	7981
2861	10293
2895	12498
2926	12310
2956	2958
2956	2960
2956	2961
2957	2958
2957	2961
2958	2960
2958	2961
2958	2962
2960	2961
2960	2962
2961	2962
298	4912
3	11475
3	7294
3	7974
3	8214
3	8749
10156	3034
3057	8316
11939	3063
13911	3063
13912	3063
3063	13913
3074	13666
3074	3076
3076	13666
308	8284
3097	3098
3097	3100
3098	3099
3107	3160
311	524
3132	14434
3146	3160
3147	3204
315	5748
316	893
3163	3199
3212	3213
3218	4231
322	5551
327	12166
327	7500
329	330
33	66
33	70
334	8052
3349	3350
3423	3427
344	11406
344	9254
1059	346
11712	346
11878	346
346	3777
346	548
3478	4375
3480	4947
3483	3485
3488	3490
3517	8015
3536	12149
3545	5036
364	2668
3685	12553
3685	5636
3685	9628
10638	3686
3686	12602
3686	5636
3699	3701
3763	3764
377	11596
11712	3777
11878	3777
11712	3780
3780	12493
3783	3787
381	521
3870	8416
3924	3929
3924	3930
3924	3931
3924	3936
3924	3937
3924	3938
3924	3939
3924	3940
3924	3941
3924	3942
3924	3943
3924	3944
3924	3959
3924	3961
3924	3966
3924	3967
3924	3968
3924	3969
3924	3970
3924	3976
3924	3977
3924	3978
3924	3979
3924	3985
3924	3986
3924	3987
3924	3988
3929	3930
3929	3931
3929	3936
3929	3937
3929	3938
3929	3939
3929	3940
3929	3941
3929	3942
3929	3943
3929	3944
3929	3959
3929	3961
3929	3966
3929	3967
3929	3968
3929	3969
3929	3970
3929	3976
3929	3977
3929	3978
3929	3979
3929	3985
3929	3986
3929	3987
3929	3988
393	13300
3930	3931
3930	3936
3930	3937
3930	3938
3930	3939
3930	3940
3930	3941
3930	3942
3930	3943
3930	3944
3930	3959
3930	3961
3930	3966
3930	3967
3930	3968
3930	3969
3930	3970
3930	3976
3930	3977
3930	3978
3930	3979
3930	3985
3930	3986
3930	3987
3930	3988
3931	3936
3931	3937
3931	3938
3931	3939
3931	3940
3931	3941
3931	3942
3931	3943
3931	3944
3931	3959
3931	3961
3931	3966
3931	3967
3931	3968
3931	3969
3931	3970
3931	3976
3931	3977
3931	3978
3931	3979
3931	3985
3931	3986
3931	3987
3931	3988
3936	3937
3936	3938
3936	3939
3936	3940
3936	3941
3936	3942
3936	3943
3936	3944
3936	3959
3936	3961
3936	3966
3936	3967
3936	3968
3936	3969
3936	3970
3936	3976
3936	3977
3936	3978
3936	3979
3936	3985
3936	3986
3936	3987
3936	3988
3937	3938
3937	3939
3937	3940
3937	3941
3937	3942
3937	3943
3937	3944
3937	3959
3937	3961
3937	3966
3937	3967
3937	3968
3937	3969
3937	3970
3937	3976
3937	3977
3937	3978
3937	3979
3937	3985
3937	3986
3937	3987
3937	3988
3938	3939
3938	3940
3938	3941
3938	3942
3938	3943
3938	3944
3938	3959
3938	3961
3938	3966
3938	3967
3938	3968
3938	3969
3938	3970
3938	3976
3938	3977
3938	3978
3938	3979
3938	3985
3938	3986
3938	3987
3938	3988
3939	3940
3939	3941
3939	3942
3939	3943
3939	3944
3939	3959
3939	3961
3939	3966
3939	3967
3939	3968
3939	3969
3939	3970
3939	3976
3939	3977
3939	3978
3939	3979
3939	3985
3939	3986
3939	3987
3939	3988
3940	3941
3940	3942
3940	3943
3940	3944
3940	3959
3940	3961
3940	3966
3940	3967
3940	3968
3940	3969
3940	3970
3940	3976
3940	3977
3940	3978
3940	3979
3940	3985
3940	3986
3940	3987
3940	3988
3941	3942
3941	3943
3941	3944
3941	3959
3941	3961
3941	3966
3941	3967
3941	3968
3941	3969
3941	3970
3941	3976
3941	3977
3941	3978
3941	3979
3941	3985
3941	3986
3941	3987
3941	3988
3942	3943
3942	3944
3942	3959
3942	3961
3942	3966
3942	3967
3942	3968
3942	3969
3942	3970
3942	3976
3942	3977
3942	3978
3942	3979
3942	3985
3942	3986
3942	3987
3942	3988
3943	3944
3943	3959
3943	3961
3943	3966
3943	3967
3943	3968
3943	3969
3943	3970
3943	3976
3943	3977
3943	3978
3943	3979
3943	3985
3943	3986
3943	3987
3943	3988
3944	3959
3944	3961
3944	3966
3944	3967
3944	3968
3944	3969
3944	3970
3944	3976
3944	3977
3944	3978
3944	3979
3944	3985
3944	3986
3944	3987
3944	3988
3959	3961
3959	3966
3959	3967
3959	3968
3959	3969
3959	3970
3959	3976
3959	3977
3959	3978
3959	3979
3959	3985
3959	3986
3959	3987
3959	3988
3961	3966
3961	3967
3961	3968
3961	3969
3961	3970
3961	3976
3961	3977
3961	3978
3961	3979
3961	3985
3961	3986
3961	3987
3961	3988
3966	3967
3966	3968
3966	3969
3966	3970
3966	3976
3966	3977
3966	3978
3966	3979
3966	3985
3966	3986
3966	3987
3966	3988
3967	3968
3967	3969
3967	3970
3967	3976
3967	3977
3967	3978
3967	3979
3967	3985
3967	3986
3967	3987
3967	3988
3968	3969
3968	3970
3968	3976
3968	3977
3968	3978
3968	3979
3968	3985
3968	3986
3968	3987
3968	3988
3969	3970
3969	3976
3969	3977
3969	3978
3969	3979
3969	3985
3969	3986
3969	3987
3969	3988
3970	3976
3970	3977
3970	3978
3970	3979
3970	3985
3970	3986
3970	3987
3970	3988
3976	3977
3976	3978
3976	3979
3976	3985
3976	3986
3976	3987
3976	3988
3977	3978
3977	3979
3977	3985
3977	3986
3977	3987
3977	3988
3978	3979
3978	3985
3978	3986
3978	3987
3978	3988
3979	3985
3979	3986
3979	3987
3979	3988
3985	3986
3985	3987
3985	3988
3986	3987
3986	3988
3987	3988
3989	8675
3989	9473
4031	4267
4032	11317
4033	5774
4043	4203
407	3716
4108	13387
4108	9335
411	10140
411	2454
414	415
4155	4156
4192	6080
4193	6083
4203	4307
4203	4499
4203	8047
4203	8220
4203	8221
421	4538
421	9428
4232	4233
4232	4234
4233	4234
425	8355
425	950
11518	4251
11763	4251
4251	14395
4253	14214
4253	8453
4256	4258
4256	4259
4257	4259
4266	4898
4266	8286
429	938
4307	8221
4327	9471
4347	4348
4370	4685
4398	8366
4398	9805
446	7987
4480	4481
4484	11684
4499	8220
4499	8221
4526	4533
4526	4534
4527	4533
453	12509
4532	4537
4533	4535
4538	11545
4538	9428
4543	11828
4543	11949
4543	9267
4554	4565
4555	4565
4557	4562
4557	4565
4562	4565
457	458
457	459
457	6693
4572	4574
458	459
458	6693
459	6693
4615	4616
4703	4704
11043	4707
11094	4707
11116	4707
11117	4707
4719	4835
10516	4727
11680	4727
11913	4727
4727	11915
4727	4728
4727	4729
10516	4728
11680	4728
11913	4728
4728	11915
4728	4729
10516	4729
11680	4729
4729	11915
4729	12598
4729	9317
4762	12578
4813	4814
482	493
489	1956
4898	8286
490	11602
490	797
10650	4929
4939	4952
10180	4972
4978	10380
5060	5061
5060	5064
5060	5065
5060	5066
5061	5064
5061	5065
5061	5066
5064	5065
5064	5066
5065	5066
5080	5083
511	4966
5126	14161
5126	9434
11030	5143
5143	12762
5143	8288
5143	9686
5144	11479
5145	10296
5150	5151
5150	5152
5151	5152
5157	5651
5157	5674
5174	5175
5186	12181
1059	548
11712	548
11878	548
3777	548
552	14086
557	558
557	559
558	559
5608	5609
5609	5636
562	1573
5623	5624
10638	5636
5636	9628
564	1734
5646	5747
5651	5674
5725	5742
5752	5753
578	11519
578	579
579	11519
58	285
11153	5825
5825	11419
583	11828
583	11949
4543	583
583	762
583	9267
5830	5831
5830	5832
5831	5832
5840	9432
5842	14485
5842	5844
5842	5845
5844	14485
5844	5845
5845	14485
5845	5846
5849	5874
5889	5890
59	12690
5905	5912
5905	6635
5905	6881
5910	12166
5910	7500
5912	6635
5912	6881
5916	5927
593	1398
593	895
597	4148
6007	12076
603	14543
603	604
603	605
6037	14584
604	14543
604	605
605	14543
6056	6060
6059	6060
606	4515
6069	10395
607	608
6076	9511
6081	12268
6081	9699
609	11133
620	10890
620	2978
623	12145
6312	13742
634	9801
6359	6361
637	10599
11367	6399
6404	8672
6468	12799
647	13274
6499	9070
650	10634
650	13751
654	702
6556	9633
6585	9633
6585	9634
6585	9635
10232	661
10309	661
661	12482
661	7736
663	11917
6690	12581
670	5488
12444	671
671	12445
671	672
671	673
671	674
671	675
671	767
12444	672
672	12445
672	673
672	674
672	675
672	767
12444	673
673	12445
673	674
673	675
673	767
12444	674
674	12445
674	675
674	767
12444	675
675	12445
675	767
68	11949
4543	68
583	68
68	762
68	9267
682	700
691	698
14262	692
14267	692
692	14269
1597	693
10440	696
11561	696
11610	696
696	11686
696	703
6978	8852
7009	9579
701	992
10440	703
11337	703
11561	703
11610	703
703	11686
12105	704
704	14831
10308	706
706	12482
706	7736
10638	7085
7085	12553
7085	9547
7085	9628
7090	12718
7193	14729
12889	7249
7249	13253
7294	8214
7458	10850
750	751
750	757
7500	12166
751	757
751	758
7515	9759
76	80
76	9081
11680	761
761	9317
762	11828
762	11949
4543	762
762	9267
764	2186
12444	767
767	12445
769	1578
771	772
10244	7736
10308	7736
10309	7736
7736	12482
7865	11261
789	12078
79	844
792	10673
7974	8749
80	9081
8005	10970
8007	9428
8009	8010
8012	11088
8068	9488
10192	808
808	13394
808	809
808	810
10192	809
809	13394
809	810
8092	13536
10192	810
810	13394
812	11238
813	2665
816	817
816	818
817	818
819	1247
8214	11475
8214	8749
8217	12762
8217	9466
8217	9686
8275	8277
11030	8288
11337	8288
11610	8288
8288	12762
8288	9686
8329	10664
8344	10755
8349	9511
8366	9805
8419	12551
846	8836
8470	14047
8491	8494
85	217
85	89
8536	11411
8592	10174
862	10193
862	863
863	10193
8672	10319
8672	9343
8675	13063
8675	14013
8699	9965
871	1685
878	11869
8835	10327
8856	10495
8868	9318
8868	9369
8868	9385
8868	9929
8872	8873
8880	8881
890	11101
8920	9513
12543	8943
895	1398
897	5801
8990	9497
90	306
90	96
9003	9064
901	3082
9010	10469
12094	9012
9012	14158
11395	9021
9021	13767
9038	9398
10753	9056
9056	11134
9066	12606
907	947
9072	12153
9080	11933
9081	9571
9086	11967
920	13934
9255	9595
9256	10978
9261	10451
9267	11828
9267	11949
9275	10830
11680	9317
12140	9323
9323	14092
9326	10303
9327	12107
9335	13387
9337	11179
9343	11513
9347	9628
9348	10216
9354	11158
9356	9494
9358	9532
936	9699
9369	9385
9369	9929
9375	9690
938	9028
9384	9398
9384	9428
9384	9472
9385	11047
9385	11625
9385	9929
9394	11829
9396	9671
9398	9428
10753	9404
9404	11134
941	944
9413	11601
942	943
942	944
9428	12183
943	944
9434	13191
9447	9598
9461	11563
9462	11713
9476	9616
10054	9488
9488	12279
9494	11982
9496	10470
9496	9514
9496	9742
950	8355
9514	10470
9514	9742
9527	9673
953	10527
9531	11411
9535	9932
10638	9547
9547	9628
9552	11586
9582	10472
9594	11690
96	306
9601	9805
9617	10018
2078	962
2079	962
962	3082
10638	9628
9630	9635
9634	9635
9637	11024
9641	11007
9650	10952
9684	10569
11030	9686
9686	12762
9699	12268
9742	10470
9763	9815
9765	10801
9779	10188
979	13742
9799	13804
9803	10036
9810	14729
984	10747
986	3009
9871	12583
9880	11130
9929	11047
9929	11625
9942	11067
11217	9988
9988	13563
