10009	10010
10009	12921
10010	12921
10014	11596
10020	13313
10044	11205
10044	11563
10044	11847
10054	12279
10089	12759
10098	13707
10137	10996
10144	10898
10147	12498
10155	12777
10156	10970
10156	11072
10156	12535
10157	10587
10157	11825
10157	11895
10157	12118
10172	10634
10172	11637
10180	10751
10192	13394
102	1023
10208	11176
10208	11639
10208	11899
10208	13247
10208	14900
10180	1023
1023	11196
1023	4972
10232	12482
10244	10308
10244	12482
10265	10951
10308	10309
10308	12482
10309	12482
10328	11285
10347	13742
10353	11687
10387	10997
10389	13402
10402	11453
10408	10570
10408	11084
10414	10680
10414	11164
10426	10471
10426	10634
10438	11806
10440	11561
10440	11562
10440	11610
10440	11686
10471	10634
105	165
105	196
10516	11680
10516	11913
10516	11915
10545	12448
10549	10705
10570	11084
10578	10579
10580	10581
10580	10582
10580	10583
10580	10584
10580	12585
10581	10582
10581	10583
10581	10584
10581	12585
10582	10583
10582	10584
10582	12585
10583	10584
10583	12585
10584	12585
10587	11825
10587	11895
10587	12118
1059	11712
1059	11878
1059	3777
10600	11280
10617	10620
10618	10619
10618	10620
10619	10620
10623	10877
10638	12553
10648	11901
10649	10650
10650	10747
10681	13413
10705	11498
10753	11134
10757	11854
10770	11039
10775	14310
10804	13771
10849	12762
10853	12098
10870	13741
10874	11899
10898	13676
10916	10921
10939	12089
10940	10941
10940	10942
10947	11887
10947	13649
10977	11043
10977	11094
10991	12599
11	1891
11	1892
11006	12705
11030	12762
11043	11094
11055	11160
11072	12535
11094	11116
11094	11117
11094	12234
11106	11280
11116	11117
11116	12234
11117	12234
11153	11419
11168	11691
11176	11639
11176	11899
11176	13247
11176	14900
11183	13732
11183	14645
11205	11563
11217	13563
11230	11537
11253	13204
11282	13335
11286	11950
11302	11624
11315	13899
11337	11610
11357	11361
11367	11689
11374	13827
11389	11390
11389	11391
11389	11392
11389	12231
11389	12269
11389	12549
11389	12592
11389	12711
11389	12712
11390	11391
11390	11392
11390	12231
11390	12269
11390	12549
11390	12592
11390	12711
11390	12712
11391	11392
11391	12231
11391	12269
11391	12549
11391	12592
11391	12711
11391	12712
11392	12231
11392	12269
11392	12549
11392	12592
11392	12711
11392	12712
11395	13767
114	4806
11455	14774
11518	11763
11530	11915
11541	11646
11546	11825
11546	11895
11561	11610
11561	11686
11578	11579
11578	11580
11578	11972
11579	11580
11610	11686
11616	11689
11617	13909
11626	12097
11626	12127
11630	12154
11636	13099
11639	11899
11639	13247
11639	14900
11647	14310
11680	11913
11680	11915
11680	12598
11682	12234
11688	13417
11696	12598
117	9700
11712	11878
11712	12493
11763	14194
11763	14394
11763	14395
11787	14551
11790	11971
11825	11895
11825	12118
11834	11949
11840	12098
11846	11862
11878	12493
11887	13649
11895	12118
11899	13247
11899	14900
11913	11915
11914	14257
11939	13911
11939	13912
11939	13913
11945	11946
11945	11947
11946	11947
11969	12149
120	121
120	122
12094	14158
12097	12127
121	122
12105	14831
12140	13980
12140	14092
12155	13885
12231	12269
12231	12549
12231	12592
12231	12711
12231	12712
12269	12549
12269	12592
12269	12711
12269	12712
12444	12445
1246	1367
1246	1371
1246	1374
12525	12702
12531	13742
12543	13807
12549	12592
12549	12711
12549	12712
1255	11423
12592	12711
12592	12712
12599	12600
1264	10755
1264	8344
12648	13742
1269	7281
12695	13612
12695	14774
12711	12712
12716	12717
1283	1284
1283	1285
1284	1285
12889	13253
12902	12903
12902	13354
12902	13355
12903	13355
12914	13001
13002	13284
13002	13285
13046	14004
13046	14526
13048	14004
13058	13185
13141	14760
13187	13353
132	7944
13246	14307
13247	14900
13284	13285
13293	13295
13370	13785
134	290
134	378
13481	13513
13491	13522
13520	13521
13584	13585
13612	14774
1366	1367
1366	1371
1366	1374
1366	1375
1367	1371
1367	1374
1367	1375
13682	13691
13682	13706
13682	14885
13682	14903
13691	13706
13691	14885
13691	14903
13706	14885
13706	14903
1371	1374
1371	1375
13732	14645
1374	1375
10180	139
13911	13912
13911	13913
13912	13913
13963	14770
13983	14290
1406	11310
14075	14789
14087	14088
14208	14728
14212	14255
14262	14267
14267	14269
1428	8068
1430	1777
14350	14352
144	10434
14486	14497
14571	14572
14588	14589
14588	14590
14588	14594
14588	14595
14589	14590
14589	14594
14589	14595
14590	14594
14590	14595
14594	14595
14609	14611
14651	14653
147	256
147	8773
1480	3009
1484	12148
11253	1487
1487	13204
14885	14903
1493	10040
15	965
152	154
152	157
152	168
152	172
152	174
154	157
154	168
154	172
154	174
155	272
1554	10599
1554	10846
1555	1826
1567	1568
157	168
157	172
157	174
1585	3083
159	10801
159	6076
1594	12268
1594	6081
1594	9699
1597	9398
1597	9428
161	163
161	1956
161	298
161	4912
1627	8070
163	298
163	4912
1634	9073
1645	9631
1648	1649
165	196
1650	12482
1652	11339
1655	1659
1659	11339
166	171
1662	8944
1663	9630
1663	9635
168	172
168	174
1680	3146
1680	3160
1694	14510
1696	2662
1718	10907
172	174
1721	12529
1845	8316
1858	8373
187	189
1870	1871
1870	1875
1871	1875
1884	10372
1885	10495
1885	8856
1888	2690
1891	1892
1893	1894
1893	1895
1894	12572
1894	1895
1895	12572
19	5998
1902	9299
1909	9956
1924	11411
1924	8536
193	199
193	200
193	201
1979	9738
199	200
199	201
200	201
2000	11513
